Date,Kind,Model,Max Mode,Input (w/ Cache Write),Input (w/o Cache Write),Cache Read,Output Tokens,Total Tokens,Cost
"2026-03-15T18:55:02.486Z","Included","gpt-5.3-codex","No","0","39219","1073152","2141","1114512","Included"
"2026-03-15T18:53:37.921Z","Included","gpt-5.3-codex","No","0","34673","148992","311","183976","Included"
"2026-03-15T18:46:54.127Z","Included","gpt-5.3-codex","No","0","529061","5229184","14111","5772356","Included"
"2026-03-15T18:43:28.449Z","Included","gpt-5.3-codex","No","0","42276","208000","4718","254994","Included"
"2026-03-15T18:43:28.434Z","Included","gpt-5.3-codex","No","0","33050","516608","7617","557275","Included"
"2026-03-15T18:43:28.419Z","Included","gpt-5.3-codex","No","0","22389","391552","5962","419903","Included"
"2026-03-15T18:42:41.564Z","Included","composer-1.5","No","0","35472","79168","2754","117394","Included"
"2026-03-15T18:42:23.280Z","Included","composer-1.5","No","0","161726","690528","3159","855413","Included"
"2026-03-15T18:42:21.282Z","Included","gpt-5.3-codex","No","0","141031","418944","2936","562911","Included"
"2026-03-15T18:40:46.876Z","Included","composer-1.5","Yes","0","549","157152","772","158473","Included"
"2026-03-15T18:30:03.539Z","Included","composer-1.5","Yes","0","5263","767072","3780","776115","Included"
"2026-03-15T18:27:23.958Z","Included","composer-1.5","Yes","0","572","146976","860","148408","Included"
"2026-03-15T18:26:21.065Z","Included","composer-1.5","Yes","0","7648","711488","2006","721142","Included"
"2026-03-15T18:24:53.158Z","Included","composer-1.5","Yes","0","526","135968","1140","137634","Included"
"2026-03-15T18:20:30.179Z","Included","composer-1.5","Yes","0","1565","667616","3277","672458","Included"
"2026-03-15T18:18:24.506Z","Included","composer-1.5","Yes","0","24406","129024","3393","156823","Included"
"2026-03-15T18:13:09.636Z","Included","composer-1.5","No","0","2082","380544","1589","384215","Included"
"2026-03-15T18:12:13.813Z","Included","composer-1.5","No","0","53256","444576","1619","499451","Included"
"2026-03-15T18:11:54.574Z","Included","composer-1.5","No","0","2334","278272","792","281398","Included"
"2026-03-15T18:11:01.830Z","Included","composer-1.5","No","0","7441","566976","5775","580192","Included"
"2026-03-15T18:07:56.708Z","Included","composer-1.5","No","0","74124","1841120","13693","1928937","Included"
"2026-03-15T18:05:35.275Z","Included","composer-1.5","No","0","6027","1342176","2877","1351080","Included"
"2026-03-15T18:03:45.694Z","Included","composer-1.5","No","0","2940","804960","2211","810111","Included"
"2026-03-15T18:02:44.421Z","Included","composer-1.5","No","0","1797","630016","793","632606","Included"
"2026-03-15T18:01:35.796Z","Included","composer-1.5","No","0","1539","620640","1205","623384","Included"
"2026-03-15T18:00:57.297Z","Included","composer-1.5","No","0","1340","458240","751","460331","Included"
"2026-03-15T17:59:40.632Z","Included","composer-1.5","No","0","7753","882080","4303","894136","Included"
"2026-03-15T17:57:12.760Z","Included","composer-1.5","No","0","2478","415616","1177","419271","Included"
"2026-03-15T17:54:42.147Z","Included","composer-1.5","No","0","27363","1976160","9736","2013259","Included"
"2026-03-15T17:45:12.123Z","Included","composer-1.5","No","0","2275","402400","2046","406721","Included"
"2026-03-15T17:43:53.732Z","Included","composer-1.5","No","0","13235","728192","5627","747054","Included"
"2026-03-15T17:39:16.144Z","Included","composer-1.5","No","0","21697","1715328","9287","1746312","Included"
"2026-03-15T17:38:48.742Z","Included","composer-1.5","No","0","2606","183872","615","187093","Included"
"2026-03-15T17:37:16.578Z","Included","composer-1.5","No","0","30150","141312","1135","172597","Included"
"2026-03-15T17:36:41.097Z","Included","composer-1.5","No","0","15908","227296","2465","245669","Included"
"2026-03-15T17:36:04.312Z","Included","composer-1.5","No","0","14057","154560","2531","171148","Included"
"2026-03-15T17:33:36.596Z","Included","composer-1.5","No","0","28986","148832","4483","182301","Included"
"2026-03-15T17:30:19.679Z","Included","composer-1.5","No","0","23847","138624","4237","166708","Included"
"2026-03-15T17:26:11.007Z","Included","composer-1.5","No","0","186545","434464","6140","627149","Included"
"2026-03-15T06:16:33.093Z","Included","gpt-5.3-codex","No","0","12516","653440","3464","669420","Included"
"2026-03-15T06:14:19.895Z","Included","gpt-5.3-codex","No","0","11979","791680","3099","806758","Included"
"2026-03-15T06:11:31.936Z","Included","gpt-5.3-codex","No","0","848","302080","282","303210","Included"
"2026-03-15T06:11:04.061Z","Included","gpt-5.3-codex","No","0","9910","140800","38","150748","Included"
"2026-03-15T06:09:13.818Z","Included","gpt-5.3-codex","No","0","20254","728192","4025","752471","Included"
"2026-03-15T06:07:04.840Z","Included","gpt-5.3-codex","No","0","135227","418944","4873","559044","Included"
"2026-03-15T06:04:16.515Z","Included","composer-1.5","No","0","103748","2578496","6478","2688722","Included"
"2026-03-15T06:00:12.373Z","Included","composer-1.5","No","0","15978","1743136","3999","1763113","Included"
"2026-03-15T05:56:05.922Z","Included","composer-1.5","No","0","26357","2657024","7090","2690471","Included"
"2026-03-15T05:54:16.912Z","Included","composer-1.5","No","0","2116","525120","903","528139","Included"
"2026-03-15T05:53:47.119Z","Included","composer-1.5","No","0","1206","517792","1173","520171","Included"
"2026-03-15T05:53:02.533Z","Included","composer-1.5","No","0","1052","339872","2254","343178","Included"
"2026-03-15T05:52:09.861Z","Included","composer-1.5","No","0","3206","1165152","1703","1170061","Included"
"2026-03-15T05:50:04.268Z","Included","composer-1.5","No","0","16612","1388544","7313","1412469","Included"
"2026-03-15T05:48:07.670Z","Included","composer-1.5","No","0","6737","804416","7175","818328","Included"
"2026-03-15T05:45:56.079Z","Included","composer-1.5","No","0","17299","1650208","6960","1674467","Included"
"2026-03-15T05:45:33.259Z","Included","composer-1.5","No","0","739","101536","1013","103288","Included"
"2026-03-15T05:43:05.968Z","Included","composer-1.5","No","0","19557","992096","7515","1019168","Included"
"2026-03-15T05:41:38.943Z","Included","composer-1.5","No","0","1109","222176","1296","224581","Included"
"2026-03-15T05:41:22.093Z","Included","composer-1.5","No","0","9700","125024","1087","135811","Included"
"2026-03-15T05:40:52.246Z","Included","composer-1.5","No","0","733","61152","248","62133","Included"
"2026-03-15T05:40:18.240Z","Included","composer-1.5","No","0","786","59584","824","61194","Included"
"2026-03-15T05:38:33.593Z","Included","composer-1.5","No","0","11597","345024","3067","359688","Included"
"2026-03-15T05:35:19.007Z","Included","composer-1.5","No","0","26822","667424","6288","700534","Included"
"2026-03-15T05:33:51.860Z","Included","composer-1.5","No","0","6075","179616","1288","186979","Included"
"2026-03-15T05:33:02.553Z","Included","composer-1.5","No","0","15503","109600","1089","126192","Included"
"2026-03-15T05:31:36.677Z","Included","gpt-5.3-codex","No","0","81779","250624","1903","334306","Included"
"2026-03-15T05:30:41.668Z","Included","composer-1.5","No","0","5251","333440","951","339642","Included"
"2026-03-15T05:28:51.800Z","Included","composer-1.5","No","0","18628","423072","2645","444345","Included"
"2026-03-15T05:28:17.890Z","Included","composer-1.5","No","0","5636","222816","3080","231532","Included"
"2026-03-15T05:27:30.339Z","Included","composer-1.5","No","0","25191","1293408","9070","1327669","Included"
"2026-03-15T05:26:30.147Z","Included","composer-1.5","No","0","6968","243008","4402","254378","Included"
"2026-03-15T05:25:12.649Z","Included","composer-1.5","No","0","14558","1292640","4899","1312097","Included"
"2026-03-15T05:24:39.218Z","Included","composer-1.5","No","0","27912","262720","3947","294579","Included"
"2026-03-15T05:23:51.437Z","Included","composer-1.5","No","0","2061","749920","1070","753051","Included"
"2026-03-15T05:23:23.007Z","Included","composer-1.5","No","0","36002","61376","2100","99478","Included"
"2026-03-15T05:22:11.755Z","Included","composer-1.5","No","0","8732","1009632","2132","1020496","Included"
"2026-03-15T05:13:41.331Z","Included","composer-1.5","No","0","6510","802944","2774","812228","Included"
"2026-03-15T05:11:37.342Z","Included","composer-1.5","No","0","14649","839520","3015","857184","Included"
"2026-03-15T05:10:02.455Z","Included","composer-1.5","No","0","2175","439456","820","442451","Included"
"2026-03-15T05:08:41.610Z","Included","composer-1.5","No","0","9176","1138464","2368","1150008","Included"
"2026-03-15T05:05:27.935Z","Included","composer-1.5","No","0","9070","1197408","5190","1211668","Included"
"2026-03-15T05:04:55.156Z","Included","composer-1.5","No","0","4289","323456","2099","329844","Included"
"2026-03-15T04:58:38.516Z","Included","composer-1.5","No","0","12953","858144","5412","876509","Included"
"2026-03-15T04:54:08.410Z","Included","composer-1.5","No","0","32406","543648","12163","588217","Included"
"2026-03-15T04:53:02.678Z","Included","composer-1.5","No","0","30659","1255328","3673","1289660","Included"
"2026-03-15T04:52:14.772Z","Included","composer-1.5","No","0","1967","527872","625","530464","Included"
"2026-03-15T04:48:01.821Z","Included","composer-1.5","Yes","0","16464","1965632","8550","1990646","Included"
"2026-03-15T04:45:39.192Z","Included","composer-1.5","Yes","0","8092","283744","1059","292895","Included"
"2026-03-15T04:33:19.132Z","Included","composer-1.5","Yes","0","834","281440","495","282769","Included"
"2026-03-15T04:23:53.689Z","Included","composer-1.5","Yes","0","36795","2647776","12411","2696982","Included"
"2026-03-15T04:19:49.866Z","Included","composer-1.5","Yes","0","116218","2799200","15981","2931399","Included"
"2026-03-15T04:18:18.007Z","Included","composer-1.5","No","0","166253","12640","3012","181905","Included"
"2026-03-15T04:17:01.778Z","Included","composer-1.5","No","0","15360","487616","2786","505762","Included"
"2026-03-15T04:11:18.484Z","Included","composer-1.5","No","0","24907","2489952","8292","2523151","Included"
"2026-03-15T04:07:37.809Z","Included","composer-1.5","No","0","112620","619040","1867","733527","Included"
"2026-03-14T21:39:08.496Z","Included","composer-1.5","No","0","14379","1622432","9659","1646470","Included"
"2026-03-14T21:34:48.474Z","Included","composer-1.5","No","0","14260","862272","18791","895323","Included"
"2026-03-14T21:33:30.292Z","Included","composer-1.5","No","0","746","58176","1982","60904","Included"
"2026-03-14T21:32:11.916Z","Included","composer-1.5","No","0","23981","354400","7907","386288","Included"
"2026-03-14T21:24:52.403Z","Included","composer-1.5","No","0","36711","176096","3248","216055","Included"
"2026-03-14T21:21:42.034Z","Included","composer-1.5","No","0","29272","809056","3799","842127","Included"
"2026-03-14T21:11:11.618Z","Included","composer-1.5","No","0","2442","349920","577","352939","Included"
"2026-03-14T21:02:17.009Z","Included","composer-1.5","No","0","1018","522144","317","523479","Included"
"2026-03-14T21:00:43.625Z","Included","composer-1.5","No","0","158154","756576","3923","918653","Included"
"2026-03-14T20:50:49.000Z","Included","composer-1.5","No","0","55511","82688","2917","141116","Included"
"2026-03-14T20:49:58.342Z","Included","composer-1.5","No","0","74365","182208","6169","262742","Included"
"2026-03-14T20:49:48.054Z","Included","claude-4.6-opus-high-thinking","No","10642","7","779315","4182","794146","Included"
"2026-03-14T20:43:39.746Z","Included","claude-4.6-opus-high-thinking","No","8011","7","734861","5883","748762","Included"
"2026-03-14T20:37:01.778Z","Included","claude-4.6-opus-high-thinking","No","142554","28","3303193","19967","3465742","Included"
"2026-03-14T20:06:38.728Z","Included","claude-4.6-opus-high-thinking","No","275458","163291","3124679","25952","3589380","Included"
"2026-03-14T19:58:20.397Z","Included","claude-4.6-sonnet-medium-thinking","No","31425","10","303127","4618","339180","Included"
"2026-03-14T19:58:16.339Z","Included","claude-4.6-sonnet-medium-thinking","No","42830","7","125636","3921","172394","Included"
"2026-03-14T19:57:51.990Z","Included","claude-4.6-sonnet-medium-thinking","No","344594","13","1213951","7606","1566164","Included"
"2026-03-14T19:52:36.277Z","Included","composer-1.5","No","0","1724","566592","2060","570376","Included"
"2026-03-14T19:51:24.207Z","Included","composer-1.5","No","0","3116","546976","3424","553516","Included"
"2026-03-14T19:47:55.360Z","Included","composer-1.5","No","0","12576","1899232","7797","1919605","Included"
"2026-03-14T19:44:53.410Z","Included","composer-1.5","No","0","8402","1008384","3695","1020481","Included"
"2026-03-14T19:44:00.125Z","Included","composer-1.5","No","0","810","215936","478","217224","Included"
"2026-03-14T19:43:18.559Z","Included","composer-1.5","No","0","8587","316352","2927","327866","Included"
"2026-03-14T19:39:52.862Z","Included","composer-1.5","No","0","13018","1686112","11775","1710905","Included"
"2026-03-14T19:38:18.815Z","Included","composer-1.5","No","0","3376","472512","1191","477079","Included"
"2026-03-14T19:33:02.712Z","Included","composer-1.5","No","0","7374","135232","1716","144322","Included"
"2026-03-14T19:32:32.132Z","Included","composer-1.5","No","0","572","65888","722","67182","Included"
"2026-03-14T19:31:42.247Z","Included","composer-1.5","No","0","6141","373536","2657","382334","Included"
"2026-03-14T19:31:02.936Z","Included","composer-1.5","No","0","576","56064","826","57466","Included"
"2026-03-14T19:28:21.519Z","Included","composer-1.5","No","0","18897","500960","7863","527720","Included"
"2026-03-14T19:25:56.856Z","Included","composer-1.5","No","0","1965","28544","798","31307","Included"
"2026-03-14T19:25:52.317Z","Errored, No Charge","composer-1.5","No","0","0","0","0","0","-"
"2026-03-14T19:24:48.732Z","Included","composer-1.5","No","0","17579","11552","735","29866","Included"
"2026-03-14T19:24:02.009Z","Included","composer-1.5","No","0","16103","11552","938","28593","Included"
"2026-03-14T18:28:01.109Z","Included","composer-1.5","No","0","34641","1228416","5391","1268448","Included"
"2026-03-14T18:21:33.371Z","Included","composer-1.5","No","0","8353","1737152","6433","1751938","Included"
"2026-03-14T18:18:44.292Z","Included","composer-1.5","No","0","8646","1595712","4168","1608526","Included"
"2026-03-14T18:16:56.101Z","Included","composer-1.5","No","0","138745","563968","1894","704607","Included"
"2026-03-13T01:15:03.325Z","Included","composer-1.5","No","0","113704","11552","824","126080","Included"
"2026-03-13T01:09:45.872Z","Included","claude-4.6-opus-high-thinking","No","20040","14","1768295","8750","1797099","Included"
"2026-03-13T01:04:59.411Z","Included","claude-4.6-opus-high-thinking","No","22820","14","1537335","8742","1568911","Included"
"2026-03-13T00:58:27.727Z","Included","claude-4.6-opus-high-thinking","No","166683","30076","2173849","18051","2388659","Included"
"2026-03-13T00:54:58.970Z","Included","claude-4.6-opus-high-thinking","No","29688","133027","347409","9246","519370","Included"
"2026-03-13T00:52:32.256Z","Included","claude-4.6-opus-high-thinking","No","69392","7","721959","1984","793342","Included"
"2026-03-13T00:52:26.878Z","Errored, No Charge","claude-4.6-opus-high-thinking","No","0","0","0","0","0","-"
"2026-03-13T00:46:26.124Z","Included","claude-4.6-opus-high-thinking","No","95444","1931","2027634","35913","2160922","Included"
"2026-03-13T00:45:46.344Z","Included","claude-4.6-opus-high-thinking","No","637","17556","350361","20728","389282","Included"
"2026-03-13T00:43:44.557Z","Included","claude-4.6-opus-high-thinking","No","20735","155237","574651","11556","762179","Included"
"2026-03-13T00:34:19.227Z","Included","claude-4.6-opus-high-thinking","No","72462","46","6994005","25015","7091528","Included"
"2026-03-13T00:32:43.398Z","Included","composer-1.5","No","0","42248","28960","8936","80144","Included"
"2026-03-13T00:32:38.448Z","Included","composer-1.5","No","0","16880","38752","12989","68621","Included"
"2026-03-13T00:32:22.440Z","Included","claude-4.6-opus-high-thinking","No","132301","7","211820","4562","348690","Included"
"2026-03-13T00:29:52.414Z","Included","composer-1.5","No","0","59783","289632","6044","355459","Included"
"2026-03-13T00:29:36.913Z","Included","claude-4.6-opus-high-thinking","No","105065","5","184210","1329","290609","Included"
"2026-03-13T00:26:38.574Z","Included","composer-1.5","No","0","24451","1040480","14879","1079810","Included"
"2026-03-13T00:25:57.237Z","Included","composer-1.5","No","0","22137","11552","870","34559","Included"
"2026-03-13T00:22:58.224Z","Included","composer-1.5","No","0","13186","195584","4072","212842","Included"
"2026-03-13T00:21:32.753Z","Included","composer-1.5","No","0","10613","747424","4033","762070","Included"
"2026-03-13T00:21:03.614Z","Included","composer-1.5","No","0","527","177664","732","178923","Included"
"2026-03-13T00:20:28.669Z","Included","composer-1.5","No","0","549","176672","505","177726","Included"
"2026-03-13T00:19:39.753Z","Included","composer-1.5","No","0","3130","871616","1906","876652","Included"
"2026-03-13T00:18:41.131Z","Included","composer-1.5","No","0","506","170432","1005","171943","Included"
"2026-03-13T00:18:01.225Z","Included","composer-1.5","No","0","494","169920","72","170486","Included"
"2026-03-13T00:17:34.465Z","Included","composer-1.5","No","0","502","168832","631","169965","Included"
"2026-03-13T00:16:41.433Z","Included","composer-1.5","No","0","547","167040","1294","168881","Included"
"2026-03-13T00:14:30.669Z","Included","composer-1.5","No","0","502","165920","652","167074","Included"
"2026-03-13T00:13:17.153Z","Included","composer-1.5","No","0","1380","821376","2500","825256","Included"
"2026-03-13T00:11:54.625Z","Included","composer-1.5","No","0","5637","1265824","2554","1274015","Included"
"2026-03-13T00:11:13.446Z","Included","composer-1.5","No","0","3042","610304","1412","614758","Included"
"2026-03-13T00:09:10.612Z","Included","composer-1.5","No","0","8605","1143616","8172","1160393","Included"
"2026-03-13T00:08:15.896Z","Included","composer-1.5","No","0","1768","530976","1055","533799","Included"
"2026-03-13T00:07:34.820Z","Included","composer-1.5","No","0","1678","649504","1340","652522","Included"
"2026-03-13T00:06:48.036Z","Included","composer-1.5","No","0","3137","502144","2699","507980","Included"
"2026-03-13T00:05:21.657Z","Included","composer-1.5","No","0","8665","1270208","8650","1287523","Included"
"2026-03-13T00:04:07.130Z","Included","composer-1.5","No","0","254","106848","1122","108224","Included"
"2026-03-13T00:03:24.908Z","Included","composer-1.5","No","0","14310","189376","1267","204953","Included"
"2026-03-13T00:03:04.258Z","Included","composer-1.5","No","0","235","96608","848","97691","Included"
"2026-03-13T00:02:05.415Z","Included","composer-1.5","No","0","26318","330144","2229","358691","Included"
"2026-03-13T00:01:02.841Z","Included","composer-1.5","No","0","262","80576","1343","82181","Included"
"2026-03-12T23:59:58.213Z","Included","composer-1.5","No","0","253","79360","1021","80634","Included"
"2026-03-12T23:58:23.527Z","Included","composer-1.5","No","0","271","77920","1219","79410","Included"
"2026-03-12T23:57:17.644Z","Included","composer-1.5","No","0","127949","395872","4663","528484","Included"
"2026-03-12T21:10:59.034Z","Included","composer-1.5","No","0","6453","486720","7425","500598","Included"
"2026-03-12T21:09:56.962Z","Included","composer-1.5","No","0","324","52480","992","53796","Included"
"2026-03-12T21:08:44.386Z","Included","composer-1.5","No","0","1113","206624","1207","208944","Included"
"2026-03-12T21:06:58.622Z","Included","composer-1.5","No","0","119579","383424","7091","510094","Included"
"2026-03-12T21:03:08.068Z","Included","claude-4.6-opus-high-thinking","No","238733","177804","389184","13723","819444","Included"
"2026-03-12T20:58:32.327Z","Included","composer-1.5","No","0","32007","2888544","15016","2935567","Included"
"2026-03-12T20:53:08.616Z","Included","composer-1.5","No","0","120887","3203072","11126","3335085","Included"
"2026-03-12T14:07:43.514Z","Included","composer-1.5","No","0","143433","126784","3280","273497","Included"
"2026-03-11T23:42:02.312Z","Included","composer-1.5","No","0","816","152864","779","154459","Included"
"2026-03-11T23:29:58.131Z","Included","composer-1.5","No","0","1516","752224","3822","757562","Included"
"2026-03-11T23:27:47.213Z","Included","composer-1.5","No","0","1093","145760","1031","147884","Included"
"2026-03-11T23:27:04.922Z","Included","composer-1.5","No","0","595","145152","571","146318","Included"
"2026-03-11T23:26:24.073Z","Included","composer-1.5","No","0","582","143744","890","145216","Included"
"2026-03-11T23:25:14.548Z","Included","composer-1.5","No","0","649","142304","835","143788","Included"
"2026-03-11T23:23:03.291Z","Included","composer-1.5","No","0","3415","275552","1511","280478","Included"
"2026-03-11T23:22:09.010Z","Included","composer-1.5","No","0","579","136416","520","137515","Included"
"2026-03-11T23:21:35.512Z","Included","composer-1.5","No","0","603","135040","814","136457","Included"
"2026-03-11T23:19:13.332Z","Included","composer-1.5","No","0","3612","390432","1949","395993","Included"
"2026-03-11T23:18:02.638Z","Included","composer-1.5","No","0","6066","760384","2283","768733","Included"
"2026-03-11T23:16:26.626Z","Included","composer-1.5","No","0","107632","947072","3281","1057985","Included"
"2026-03-11T19:52:16.726Z","Included","composer-1.5","No","0","98792","230272","466","329530","Included"
"2026-03-11T18:20:44.736Z","Included","composer-1.5","No","0","91684","784480","6115","882279","Included"
"2026-03-11T00:24:51.266Z","Included","composer-1.5","No","0","0","0","0","0","Included"
"2026-03-11T00:23:19.653Z","Included","composer-1.5","No","0","0","0","0","0","Included"
"2026-03-11T00:22:32.936Z","Included","composer-1.5","No","0","0","0","0","0","Included"
"2026-03-10T14:56:13.419Z","Included","composer-1.5","No","0","388","28736","201","29325","Included"
"2026-03-10T14:55:25.569Z","Included","composer-1.5","No","0","34018","22272","766","57056","Included"
"2026-03-10T14:47:16.728Z","Included","composer-1.5","No","0","16028","11136","503","27667","Included"
"2026-03-10T05:14:02.382Z","Included","composer-1.5","No","0","86468","2550496","5472","2642436","Included"
"2026-03-10T05:08:19.143Z","Included","composer-1.5","No","0","7925","348384","893","357202","Included"
"2026-03-10T04:49:40.411Z","Included","composer-1.5","No","0","36136","310016","375","346527","Included"
"2026-03-10T04:48:57.125Z","Included","composer-1.5","No","0","45842","65344","851","112037","Included"
"2026-03-10T04:46:22.360Z","Included","composer-1.5","No","0","2159","239776","370","242305","Included"
"2026-03-10T04:44:05.020Z","Included","composer-1.5","No","0","9603","224640","609","234852","Included"
"2026-03-10T04:43:26.220Z","Included","composer-1.5","No","0","12581","189152","2117","203850","Included"
"2026-03-10T04:42:14.525Z","Included","composer-1.5","No","0","555","64288","561","65404","Included"
"2026-03-10T04:40:52.671Z","Included","composer-1.5","No","0","11989","361344","3816","377149","Included"
"2026-03-10T04:37:50.356Z","Included","composer-1.5","No","0","5326","101984","827","108137","Included"
"2026-03-10T04:25:04.042Z","Included","composer-1.5","No","0","28484","20000","346","48830","Included"
"2026-03-10T04:24:19.796Z","Included","composer-1.5","No","0","665","94464","664","95793","Included"
"2026-03-10T04:21:40.101Z","Included","composer-1.5","No","0","4211","86336","1526","92073","Included"
"2026-03-10T04:20:03.974Z","Included","composer-1.5","No","0","52132","141280","2221","195633","Included"
"2026-03-09T21:30:13.158Z","Included","composer-1.5","No","0","20250","139264","664","160178","Included"
"2026-03-09T21:24:53.775Z","On-Demand","claude-4.6-opus-high-thinking","No","74054","16","1108694","8175","1190939","1.22"
"2026-03-09T21:23:04.991Z","Included","composer-1.5","No","0","74160","450848","8610","533618","Included"
"2026-03-09T21:20:54.836Z","Included","composer-1.5","No","0","1363","56032","694","58089","Included"
"2026-03-09T21:18:35.542Z","Included","composer-1.5","No","0","46729","1158944","3813","1209486","Included"
"2026-03-09T21:15:32.983Z","Included","composer-1.5","No","0","1425","493760","236","495421","Included"
"2026-03-09T21:07:47.352Z","Included","composer-1.5","No","0","5942","802720","1587","810249","Included"
"2026-03-09T21:04:59.508Z","Included","composer-1.5","No","0","13027","2209824","12004","2234855","Included"
"2026-03-09T21:02:17.827Z","Included","composer-1.5","No","0","13284","1732832","7834","1753950","Included"
"2026-03-09T20:53:44.765Z","Included","composer-1.5","No","0","10894","531584","1752","544230","Included"
"2026-03-09T20:46:35.796Z","Included","composer-1.5","No","0","84359","490176","5003","579538","Included"
"2026-03-09T19:49:06.145Z","Included","composer-1.5","No","0","74201","397696","5745","477642","Included"
"2026-03-09T16:56:42.199Z","Included","composer-1.5","No","0","5949","264224","1660","271833","Included"
"2026-03-09T16:48:43.352Z","Included","composer-1.5","No","0","59643","1833920","13114","1906677","Included"
"2026-03-09T16:48:38.710Z","Errored, No Charge","composer-1.5","No","0","0","0","0","0","-"
"2026-03-09T16:46:38.646Z","Included","composer-1.5","No","0","497","174784","750","176031","Included"
"2026-03-09T16:44:23.591Z","Included","composer-1.5","No","0","17925","1284736","6540","1309201","Included"
"2026-03-09T16:39:22.751Z","Included","composer-1.5","No","0","2222","595456","1825","599503","Included"
"2026-03-09T16:37:06.290Z","Included","composer-1.5","No","0","3464","572640","4249","580353","Included"
"2026-03-09T16:35:24.340Z","Included","composer-1.5","No","0","1360","416096","261","417717","Included"
"2026-03-09T16:31:14.923Z","Included","composer-1.5","No","0","21220","2908608","13472","2943300","Included"
"2026-03-09T16:25:37.732Z","Included","composer-1.5","No","0","19066","2060544","13981","2093591","Included"
"2026-03-09T16:20:56.694Z","Included","composer-1.5","No","0","4242","748800","3051","756093","Included"
"2026-03-09T16:18:32.521Z","Included","composer-1.5","No","0","4694","892768","4233","901695","Included"
"2026-03-09T16:16:09.737Z","Included","composer-1.5","No","0","12588","367488","5235","385311","Included"
"2026-03-09T16:14:00.852Z","Included","composer-1.5","No","0","6536","662400","7647","676583","Included"
"2026-03-09T16:12:32.017Z","Included","composer-1.5","No","0","9569","676384","4067","690020","Included"
"2026-03-09T16:10:33.502Z","Included","composer-1.5","No","0","3742","529312","4235","537289","Included"
"2026-03-09T16:08:54.159Z","Included","composer-1.5","No","0","11664","462176","4783","478623","Included"
"2026-03-09T16:07:45.198Z","Included","composer-1.5","No","0","24283","151904","4591","180778","Included"
"2026-03-09T16:02:24.086Z","Included","composer-1.5","No","0","86972","3813760","17327","3918059","Included"
"2026-03-09T15:58:21.134Z","Included","composer-1.5","No","0","9894","1167328","2476","1179698","Included"
"2026-03-09T15:57:03.396Z","Included","composer-1.5","No","0","1034","135136","2029","138199","Included"
"2026-03-09T15:52:40.845Z","Included","composer-1.5","No","0","3883","789344","3271","796498","Included"
"2026-03-09T15:50:13.967Z","Included","composer-1.5","No","0","1966","505824","2186","509976","Included"
"2026-03-09T15:48:46.120Z","Included","composer-1.5","No","0","772","121440","2517","124729","Included"
"2026-03-09T15:42:17.852Z","Included","composer-1.5","No","0","103331","1458656","7670","1569657","Included"
"2026-03-09T15:05:43.247Z","Included","composer-1.5","No","0","85365","1823392","18773","1927530","Included"
"2026-03-09T14:57:52.668Z","Included","composer-1.5","No","0","83025","4393888","25505","4502418","Included"
"2026-03-09T14:56:47.832Z","Included","composer-1.5","No","0","393","144320","662","145375","Included"
"2026-03-09T14:54:38.744Z","Included","composer-1.5","No","0","22722","1587680","13268","1623670","Included"
"2026-03-09T14:52:15.731Z","Included","composer-1.5","No","0","507","106048","2494","109049","Included"
"2026-03-09T14:49:19.772Z","Included","composer-1.5","No","0","421","105056","605","106082","Included"
"2026-03-09T14:40:22.562Z","Included","composer-1.5","No","0","87825","1366112","6809","1460746","Included"
"2026-03-09T14:28:53.107Z","On-Demand","claude-4.6-sonnet-medium-thinking","No","240624","189597","1315371","17156","1762748","2.50"
"2026-03-09T14:26:52.000Z","Included","composer-1.5","No","0","160265","1347040","7701","1515006","Included"
"2026-03-09T13:18:15.217Z","Included","composer-1.5","No","0","6916","1414368","10594","1431878","Included"
"2026-03-09T13:11:39.031Z","Included","composer-1.5","No","0","118297","270720","1426","390443","Included"
"2026-03-09T13:08:28.404Z","On-Demand","claude-4.6-opus-high-thinking","No","126115","3","16833","434","143385","0.81"
"2026-03-09T12:33:30.870Z","On-Demand","claude-4.6-opus-high-thinking","No","272616","107625","9156437","39476","9576154","7.11"
"2026-03-09T12:13:36.408Z","On-Demand","claude-4.6-opus-high-thinking","No","19409","16","1734830","15501","1769756","1.38"
"2026-03-09T12:10:14.597Z","On-Demand","claude-4.6-opus-high-thinking","No","89416","5","203627","1043","294091","0.69"
"2026-03-09T11:59:19.148Z","Errored, No Charge","claude-4.6-opus-high-thinking","No","277921","37713","2514627","24840","2855101","-"
"2026-03-09T11:56:45.846Z","Included","composer-1.5","No","0","68071","110592","2769","181432","Included"
"2026-03-09T11:56:40.103Z","Included","composer-1.5","No","0","63625","73728","4051","141404","Included"
"2026-03-09T11:56:36.574Z","Included","composer-1.5","No","0","130623","346240","5163","482026","Included"
"2026-03-09T11:56:21.162Z","On-Demand","claude-4.6-opus-high-thinking","No","197466","160443","1029743","11693","1399345","2.70"
"2026-03-09T11:48:36.107Z","Included","composer-1.5","No","0","1409","460320","658","462387","Included"
"2026-03-09T11:46:25.554Z","Included","composer-1.5","No","0","142586","1898240","5296","2046122","Included"
"2026-03-08T22:01:46.030Z","Included","composer-1.5","No","0","12702","370688","5016","388406","Included"
"2026-03-08T21:57:26.697Z","Included","composer-1.5","No","0","2642","459840","3578","466060","Included"
